"alcm","drink","age","boy","race","alcbr","pared","inc","grade"
14.9875282475556,0,16,1,0,0,0,1,0
7.00503602488889,0,13,0,0,0,0,1,0
20.6591790966667,0,15,0,0,0,1,1,0
21.8640041873333,1,16,1,1,0,0,0,1
10.8495375485556,0,14,1,0,0,0,1,0
9.40280172758334,0,15,1,0,0,1,1,1
10.0850813726944,1,14,1,0,0,1,1,0
7.10836660127778,0,14,0,0,0,1,1,1
3.44666014656111,0,12,1,0,0,1,1,1
2.66443402226389,0,12,0,0,0,1,1,0
0.529490227369444,0,12,1,0,0,1,1,0
5.74374100838889,0,12,0,0,0,1,1,0
4.67337567038889,1,15,0,1,0,0,0,0
19.79883554,1,16,0,0,0,1,1,0
20.1523277377222,0,14,0,0,0,1,1,0
2.81043996063889,0,12,0,0,0,0,0,1
17.072425748775,0,15,0,1,0,1,1,1
17.2343092458889,1,15,1,0,0,1,1,0
7.67451743947222,0,13,1,0,0,1,1,0
5.6276568475,0,13,1,0,0,0,1,0
16.9298463409444,1,15,1,0,1,1,1,0
14.8116100647222,1,15,0,0,0,1,1,0
18.8865146296111,0,15,1,0,1,1,1,0
9.10819828216667,1,15,0,0,0,1,1,1
11.593386085,1,16,0,0,0,0,1,1
5.48776430036111,0,12,0,0,0,1,1,1
8.36055197127778,0,13,0,0,0,1,1,0
14.9424243941944,1,15,0,1,0,1,1,0
18.0143199072222,0,16,0,0,0,1,1,1
13.6953343956389,1,16,1,0,0,1,1,0
15.2488951909444,0,15,1,0,0,0,1,0
27.1048658894167,1,16,1,0,0,1,1,0
10.273636973,0,14,0,0,0,1,0,0
5.19726391570833,0,16,0,0,0,1,1,1
7.34793307461111,0,13,0,0,0,1,1,1
2.38813162419444,0,13,1,0,0,1,1,1
20.6838857042222,1,15,0,0,1,1,1,0
6.96515520505556,0,13,1,0,0,1,1,1
6.41629100866667,0,12,1,0,0,1,1,0
12.9946655224722,1,16,0,0,0,1,1,0
18.08406612275,0,14,0,0,0,1,1,0
2.44521394686111,0,13,0,0,0,0,1,0
4.71713941583333,0,15,1,0,0,0,1,0
4.54651601813889,0,12,0,0,0,1,1,0
3.67433168380556,0,12,1,0,0,1,1,0
11.4077164482778,0,14,0,0,0,0,1,0
6.42141451527778,0,12,1,0,0,1,1,1
14.6869030393611,1,16,1,0,0,0,1,1
4.97277687583333,0,13,1,0,0,1,0,0
3.92805262088889,1,14,1,0,0,0,0,0
6.16402046269445,0,12,0,0,0,0,0,0
7.54047939886111,1,14,0,1,0,1,1,0
14.8312280260556,0,16,0,0,0,0,1,0
2.86365806906944,1,12,0,0,0,1,1,0
6.2182560565,1,13,1,0,1,0,0,0
5.46070475705556,1,15,1,0,0,1,1,1
3.24999336979444,0,13,0,0,0,0,0,0
4.05186298301667,0,12,0,0,0,0,0,0
5.02422557023056,0,15,0,0,0,0,1,1
12.2326671406111,1,12,0,0,0,0,1,0
7.10979960305556,0,12,1,0,0,1,1,0
16.5108325358056,1,16,1,0,0,0,1,0
18.8421133322222,0,16,1,0,0,1,1,1
11.3340043236389,1,14,0,0,0,1,1,0
6.72065502627778,0,13,0,0,0,1,1,0
4.59066114885,1,13,1,1,0,0,0,1
4.38680172094444,0,13,0,0,0,0,0,0
11.7545553371944,0,13,0,1,0,1,1,1
21.29012535,1,15,0,0,0,0,0,0
1.06277781388056,0,13,0,0,0,1,1,1
3.97083111977778,1,16,1,0,0,1,1,1
8.67248767086111,0,14,1,1,0,1,1,0
16.3829227236944,0,15,0,0,0,1,1,0
7.70269387191667,0,12,1,0,0,0,0,0
9.34654258494444,0,14,1,0,0,1,1,1
9.46125675611111,0,16,1,0,0,1,1,0
3.69292664291667,0,12,0,0,0,1,1,1
6.61113435847222,0,16,1,0,0,0,1,0
4.63328005036111,0,13,1,0,0,1,1,1
0.717136230967222,0,15,1,0,0,1,1,1
19.4156717120278,0,16,1,0,0,1,1,1
15.8398404926111,0,15,1,0,0,1,0,0
6.28056257625,1,15,1,0,0,0,0,0
1.72413439049722,0,12,1,0,0,1,1,0
4.00111720713889,1,13,0,0,0,1,1,1
4.20228938447222,0,13,0,1,0,0,0,0
20.2207445772222,1,15,0,0,1,1,1,0
14.4408480629167,0,13,1,0,0,1,1,1
0.884852131055556,0,12,1,0,0,0,1,0
3.38329018252778,0,12,1,0,0,0,1,1
1.21698535468056,0,12,0,0,0,1,1,0
7.57051965186111,1,16,1,1,0,1,0,1
18.0937689503056,0,16,0,0,0,0,1,1
9.28078505133333,0,15,1,0,0,0,1,1
13.4598703540278,0,14,1,0,0,1,1,0
6.36454424105556,1,13,0,0,0,0,1,1
2.51906724081667,0,15,0,0,0,1,1,0
3.03981158530556,0,12,1,0,0,0,1,0
17.8488856991667,0,15,0,0,0,1,1,0
12.6207079451028,1,15,0,0,1,1,1,0
12.0320894836667,0,14,0,0,0,1,1,0
10.1381246246306,0,12,0,0,0,1,1,0
11.3373461651667,0,15,1,0,1,1,1,0
21.0006740502778,1,16,1,0,0,1,1,1
10.5721750830278,0,13,0,0,0,0,1,0
11.3428384801111,0,16,1,0,0,0,1,0
4.12402236277778,0,13,0,0,0,1,1,1
9.63766646661111,0,14,1,0,0,0,1,0
8.15461151447222,0,12,1,0,0,0,0,0
15.2820850645833,1,16,0,0,0,0,1,0
15.1182131600833,1,14,1,0,0,1,1,1
2.78837220781389,0,12,1,0,0,1,1,0
9.68151458808333,0,15,1,0,0,1,1,0
6.86861796830556,0,15,1,0,0,0,1,0
6.06214748719445,0,12,1,0,0,1,1,1
3.43620798511389,0,13,1,0,0,1,1,1
1.72746325152778,0,15,1,0,0,0,0,1
12.7082215621667,0,14,1,0,0,1,1,0
7.67641734036111,0,15,0,0,0,1,1,0
12.3662963013333,0,14,1,0,0,1,1,1
4.91250274330556,0,13,0,0,0,1,1,0
18.8575147525,0,12,1,0,0,1,1,1
11.7626263374444,0,15,0,0,0,1,1,0
11.8931770553056,1,15,0,0,1,1,1,0
1.95395528165111,0,14,0,0,0,0,1,0
10.8602145810833,0,14,1,0,0,1,1,1
6.12193496588889,1,14,0,0,0,1,1,0
11.0458339253611,0,14,1,0,0,1,1,1
10.1527223278333,0,14,0,0,0,1,1,1
6.90288633316667,0,13,0,0,0,1,1,1
5.10701056575,0,13,0,0,0,1,1,0
0.577210426166667,0,13,0,0,0,1,1,0
12.3368921301667,1,15,1,0,1,1,1,0
2.64488066420833,0,12,1,0,0,1,1,0
17.3624627099722,0,13,1,0,0,0,1,0
21.1649048191667,0,14,1,0,0,1,1,0
5.16616716027778,0,13,1,0,0,1,1,0
13.6056413395556,0,16,1,0,1,1,1,0
17.9719521251111,0,13,1,0,0,0,0,1
12.6814769388889,0,14,0,0,0,1,1,1
11.9519222891944,1,14,1,0,0,1,1,0
5.55922507531667,0,12,0,0,0,1,1,0
2.74001352625,0,14,0,0,0,0,1,1
5.12988067263889,0,12,0,0,0,1,1,1
19.6494853297222,0,15,0,0,0,1,1,0
21.1667210729722,0,15,0,0,0,1,1,0
7.31803437802778,0,13,0,0,0,1,1,1
12.0584194632222,0,12,0,0,0,1,1,0
11.2300302810278,1,12,0,0,1,1,1,0
4.722708490275,0,13,1,0,0,0,0,1
5.00184134197222,0,14,0,0,0,0,1,0
14.2389523386389,0,15,1,0,0,1,1,0
21.2068865000556,0,12,0,0,0,1,1,0
6.60117576377778,0,15,1,0,0,1,0,0
4.62739484461111,0,15,0,1,0,1,0,0
14.5932867466111,1,15,1,0,1,1,1,0
0.827638240955556,0,13,0,0,0,0,1,0
16.7859494411667,0,14,0,0,0,1,1,0
16.8544198301111,0,12,0,0,0,1,1,0
10.1350473975278,0,15,0,0,1,1,0,0
20.6370330668611,0,16,0,0,0,0,1,0
5.30186431663444,0,12,1,0,0,1,1,0
5.30343923938889,0,12,1,0,0,0,1,0
9.52242569530556,0,14,1,0,0,1,1,0
8.79290093013889,0,13,1,0,1,1,1,0
12.5090331425833,1,15,0,0,1,1,1,0
14.3653305022222,0,14,1,1,0,0,1,0
18.9170624977778,1,14,1,0,0,0,1,0
23.49312645775,1,16,0,0,1,0,1,0
6.70329281708333,0,14,0,0,0,1,1,1
2.10418662858056,0,13,0,0,0,0,1,1
8.14856258205556,1,14,1,0,1,1,1,0
18.6920467685833,0,14,1,0,0,0,1,0
6.50148293438889,0,12,1,0,0,0,1,0
9.71621858733334,0,13,1,0,0,0,1,1
10.9551059756111,0,13,1,0,0,0,0,1
13.9323425729444,1,14,0,0,0,1,1,0
19.46483900475,0,15,0,0,0,1,1,0
19.6180299035,0,16,1,0,0,1,1,0
2.49103670481667,0,12,0,0,0,0,1,0
6.42716227958333,0,16,0,0,0,0,1,0
2.48649003748333,0,14,0,0,0,0,1,0
2.43015339643056,0,12,0,0,0,0,1,1
18.1260647800556,1,14,1,0,0,0,1,0
11.0429630556389,1,15,1,0,0,0,1,0
3.85548898013083,0,13,0,0,0,1,1,0
4.43246642805556,1,15,0,0,0,0,0,0
23.8919285924444,1,16,1,0,0,0,1,0
2.03190557185278,0,12,0,0,0,1,0,1
15.8331498704722,1,12,0,0,0,1,1,0
1.69955429776111,0,12,0,0,0,1,0,0
8.56365562180556,0,14,0,0,0,1,1,1
5.64646628330556,0,14,1,0,0,0,1,0
14.3513819865,1,14,1,0,0,0,1,0
25.1452094749444,1,15,1,0,0,1,1,1
8.34625518186111,0,14,1,0,0,0,1,0
14.9594518393889,1,16,1,0,0,1,1,0
6.81731548422222,0,12,0,0,0,0,1,0
4.36474127238889,0,13,0,0,0,0,1,1
20.5422084039167,1,15,1,0,0,1,1,1
3.91261522822222,0,13,0,0,0,1,1,0
18.3531728543056,1,16,1,0,0,1,1,0
1.61720324101389,0,12,0,0,0,0,1,0
10.2319642748611,0,13,1,0,0,1,1,1
3.22084155780833,0,12,0,0,0,1,0,0
7.60228192727778,1,13,1,0,0,1,1,0
3.52653124394444,0,12,0,0,0,0,0,0
5.38138097691667,0,13,1,0,0,0,0,0
8.52399246136111,0,12,1,0,0,1,1,0
2.33755882494444,0,15,0,0,0,1,1,1
8.37875089053472,0,14,0,0,1,0,1,0
0.957927474580555,0,16,0,0,0,1,1,0
13.6904313315278,0,15,1,0,0,1,1,0
14.0139492564722,1,15,1,0,0,0,0,0
5.16345952966667,0,12,1,0,0,0,1,0
4.53656424630556,0,13,0,0,0,1,1,0
23.9502700847222,1,14,0,0,0,1,1,0
20.8134644175,1,15,1,0,0,1,1,1
21.3974864113056,0,15,1,0,0,1,1,1
4.36211882525278,1,12,1,1,0,0,0,0
16.4271078848056,0,16,1,0,0,1,1,0
3.56170711491667,0,13,1,0,0,1,1,1
11.8883217021111,0,15,0,0,0,0,1,0
18.8342608145556,1,16,1,0,0,1,1,0
8.98205717875,1,16,1,0,0,0,1,0
17.9285709025278,0,16,0,0,0,0,1,0
7.85100222713889,0,15,0,0,0,0,1,0
9.51266195005556,0,16,1,0,1,0,1,0
6.16381261480555,1,13,0,1,0,1,1,1
1.93894953502778,0,15,1,0,0,0,0,0
4.77470834551389,0,13,1,0,0,1,1,0
7.83293952288889,0,15,0,0,0,0,1,1
13.4621072262778,0,15,0,0,0,1,1,1
6.12271579533333,0,12,0,0,0,0,0,1
23.6113324616389,1,15,0,0,1,1,1,1
2.44633492799444,0,15,0,0,0,1,1,1
11.5907087465556,0,13,0,0,1,1,1,0
1.70845910374444,0,13,1,0,0,0,1,1
12.5086395666111,1,13,0,0,1,1,1,0
11.1724655008333,0,16,1,0,0,1,1,1
13.0463515247778,0,14,1,0,0,1,1,1
12.9361827109167,0,15,0,0,0,1,1,1
19.7777819762222,0,12,0,0,0,1,1,0
24.8535407156389,1,16,1,0,0,1,1,0
11.8496303258889,0,13,1,0,0,0,1,1
15.8928838884444,1,15,1,0,0,1,1,0
13.8992384896944,0,16,0,0,1,1,1,0
7.02716453455555,0,13,0,1,0,1,1,0
12.3579209224444,0,16,1,0,0,0,1,1
3.71197920586111,0,13,0,0,0,1,1,1
2.244126344275,0,12,1,0,0,0,1,1
13.0269085477222,0,16,0,0,0,1,1,1
0.805402535686111,0,12,0,0,0,1,1,1
2.99193289961111,0,16,0,0,0,1,1,1
10.7578800178333,1,15,0,0,0,1,1,0
16.4810864571111,1,16,1,0,0,1,1,1
3.81750036853333,0,15,1,0,0,1,1,0
18.4359779117222,1,14,1,1,0,1,1,0
0.28433044187,0,12,1,0,0,1,1,1
5.54409559822222,0,13,0,0,0,0,0,1
6.42196534247222,0,12,1,0,0,0,1,0
10.4293311076944,0,14,0,1,0,1,1,0
8.29591387947222,0,14,1,0,0,0,0,1
9.90023549735556,0,12,0,0,0,0,0,1
7.19098313494445,0,14,1,0,0,0,1,1
7.51813616869444,0,13,0,0,0,0,1,0
11.9358474594167,0,16,1,0,0,1,1,0
5.87460031447222,0,14,1,0,0,1,1,1
20.2046634138667,0,13,0,1,0,0,1,0
16.7283148258889,1,14,1,0,0,1,1,0
7.45263100038889,0,15,1,0,0,1,1,1
22.6155305079167,1,15,1,0,0,1,1,0
9.87758533766667,0,14,1,0,0,1,1,1
9.1252540265,0,13,1,0,0,0,0,0
14.4504898751944,0,15,1,0,0,1,1,1
2.86475127018056,0,14,0,0,0,1,1,0
5.85676479708333,0,15,1,1,0,1,1,0
19.7615319836111,0,14,1,0,0,1,1,1
13.8067496582222,0,15,0,0,1,0,1,0
2.88501167798611,0,14,1,1,0,1,1,0
11.2319998784444,0,13,0,0,0,1,0,0
1.76631652531389,0,12,0,0,0,1,0,0
15.3331274969167,1,16,0,0,0,1,1,0
9.527424510725,1,15,0,0,1,0,1,0
9.59678125436111,1,14,0,0,0,1,1,0
7.08350437244444,0,13,0,1,0,0,1,0
21.8161161748889,1,15,1,0,0,1,1,0
7.39061585444444,0,12,1,0,0,1,1,0
13.9169172019444,1,14,0,0,0,1,1,0
11.7281769719722,1,14,1,0,1,1,1,0
29.3712970744444,0,16,1,0,0,0,0,1
5.14408681395,1,15,0,1,0,0,0,1
12.6942249132778,0,12,1,0,0,0,0,0
8.31009596688889,0,12,0,1,0,0,0,1
10.34170438825,0,16,0,0,0,1,1,0
15.6064859740417,1,16,0,0,0,1,1,0
13.7738492008611,1,16,0,0,1,0,1,0
14.1852870173889,0,13,1,0,0,0,1,0
15.4775805878056,1,14,1,0,1,1,1,0
5.23972181286111,0,15,1,0,0,1,1,1
11.1259834721944,0,14,0,0,0,1,1,1
2.25938286107222,0,14,1,0,0,1,1,1
2.83223529047778,0,13,1,0,0,1,1,1
19.9174625166667,0,14,0,0,0,1,1,0
3.68205102225,0,12,0,0,0,1,0,0
3.05454581970278,0,14,0,0,0,0,1,0
13.3485367772222,0,14,1,0,0,1,1,0
3.66975816711944,0,12,1,0,0,1,1,1
6.76188581647222,0,12,1,0,0,1,1,0
18.8627891117222,1,15,1,1,0,0,0,1
9.31392173261111,0,14,0,0,1,0,1,0
14.2310698072222,1,14,1,0,1,0,1,0
0.751140791475833,0,15,1,0,0,1,1,0
12.4559663590556,0,16,1,1,0,1,0,1
1.36414145914444,0,14,0,0,0,0,1,0
18.1777989051944,1,14,1,0,0,1,1,0
11.8361879355556,0,15,0,0,0,1,1,1
5.48730165169444,0,15,1,0,0,1,1,0
9.73141861316667,1,15,0,0,0,1,1,0
12.1562152634722,0,14,1,0,1,0,1,0
11.0392541336111,0,12,0,0,0,1,1,1
10.1044689634722,0,15,0,0,0,1,1,0
13.7452098791389,1,15,0,0,0,0,0,0
5.14700208972222,0,12,0,0,0,1,1,0
4.79052210941695,0,15,0,0,0,1,1,1
5.71040091569444,0,14,0,0,0,1,1,0
6.66298323211111,0,13,0,0,0,0,0,0
21.6146596753611,0,15,0,1,0,0,0,0
11.0983103077778,0,13,0,0,1,1,1,1
15.7459259698611,0,13,0,0,0,0,1,0
4.72309432908333,0,12,1,0,0,1,1,0
5.26393342160278,0,13,0,0,1,0,1,1
17.0210189691944,1,16,0,1,0,0,0,0
14.1371421836944,0,15,1,0,0,1,1,0
7.32173459775,0,14,1,0,0,1,1,1
3.04342720881944,0,16,1,0,0,1,1,1
11.3343671157222,0,12,0,0,0,1,1,0
17.7735391545,1,15,1,0,0,1,1,1
35.2056030196944,0,15,1,1,0,0,1,0
11.3440649195,1,16,1,0,0,0,1,1
14.9030466189444,1,15,0,0,1,0,1,0
3.46653716211944,0,13,0,0,0,1,1,0
8.44279527677778,1,15,0,0,1,0,1,0
19.5565227750556,1,15,0,0,0,0,1,0
6.42160939119444,1,15,1,0,1,1,1,0
7.08200353041667,0,15,0,0,0,1,1,0
6.58606159925,0,13,1,0,0,1,0,0
19.3599283641667,1,16,1,1,0,1,0,0
4.89728062925,0,12,1,1,0,0,0,0
7.26732801302778,0,13,0,0,0,1,1,0
11.6913761241111,1,15,1,0,0,0,1,0
3.8564104004,0,15,0,0,0,1,1,0
8.4523803225,0,13,0,0,0,1,1,0
6.81543821558333,0,13,1,0,0,1,1,0
16.20151507725,1,15,1,0,0,0,1,0
2.52424160796111,0,13,0,0,0,0,1,0
3.093995950825,0,14,0,0,0,1,1,0
15.0772609723333,1,13,1,0,0,0,1,0
11.1010170757778,0,15,1,0,0,1,1,1
7.29870870122222,0,14,0,0,1,1,1,0
12.5925980435278,0,13,1,0,0,1,1,1
1.49845102391389,0,13,1,0,0,1,1,1
12.6254272488611,0,12,0,0,0,1,1,0
6.25882924008333,0,13,0,0,0,0,1,0
0.597417932461111,0,13,1,0,0,0,0,0
6.38654960844444,0,14,1,0,0,1,1,1
12.6115040314722,0,14,1,0,0,1,1,1
7.77415057163889,0,13,0,0,0,0,1,1
11.7511966727778,1,16,0,0,0,1,1,1
7.041971288,1,16,0,0,0,1,1,0
17.8725664208056,0,16,1,0,0,1,1,1
5.381813536,0,13,1,0,0,1,1,0
18.3813317518333,0,14,1,0,0,0,1,0
12.9131683175556,1,16,1,0,0,1,1,1
12.5007718573889,0,14,0,0,0,1,1,0
14.9147082744722,0,16,0,0,1,1,1,0
16.951366165,0,13,0,0,0,0,1,0
2.55718661144444,0,16,0,0,0,1,1,0
8.93358138525,0,13,1,0,0,1,1,1
9.49051027230556,0,13,1,0,1,0,1,1
16.2856706926389,1,16,1,0,0,1,1,0
19.8775763505556,1,16,0,0,1,1,1,0
7.64637023941389,0,15,1,0,0,1,1,0
5.82352918347222,0,15,0,0,0,1,1,0
13.29150560525,1,14,1,0,1,1,1,0
7.21436625722222,0,14,1,0,0,1,0,1
1.4637545991,1,15,0,0,0,0,1,0
2.97569425522222,0,13,0,0,0,1,1,0
4.44736981189722,0,13,0,1,0,0,1,0
10.7047687869167,0,12,0,0,1,1,1,1
8.46990027513889,0,15,0,0,0,0,1,0
16.7190804318056,0,16,1,1,0,1,1,0
10.5367755880833,1,14,0,0,1,1,1,1
4.22340187180556,0,14,1,0,0,1,1,1
14.8425846554722,0,14,0,0,1,1,1,0
3.21642237269444,0,12,0,0,0,1,1,0
12.5112839921944,0,13,0,0,0,1,1,0
8.77424483345278,1,15,0,0,0,0,1,0
7.59390901975,0,12,1,1,0,1,0,0
15.9674972505556,0,12,0,0,0,1,1,0
3.13369782941667,0,14,0,0,0,0,1,0
9.08987029111111,0,12,0,0,0,0,1,0
15.6773414704722,1,15,0,0,1,0,1,0
7.13475149866667,0,12,0,0,0,0,1,0
13.3773422499444,0,14,0,0,0,0,0,0
3.11658536924722,1,14,1,0,0,1,1,0
7.33332767519444,0,14,0,0,0,0,1,0
6.19523908925,0,12,1,0,0,0,1,0
4.48253339786111,0,14,1,0,0,1,1,1
5.77599983066667,0,14,1,0,0,0,1,1
8.19432842813889,0,13,0,0,0,1,1,0
1.71668673445556,0,12,0,0,0,1,1,1
8.05319069975,0,13,1,0,0,0,1,1
1.33915558158889,0,14,1,0,0,1,1,0
13.3371608888333,0,15,1,0,0,0,1,1
7.73610375347222,0,14,1,0,0,0,1,0
16.0174776032778,0,16,0,0,0,1,1,0
7.70341565205556,1,14,0,0,0,0,1,0
9.19197090491667,0,13,0,0,0,0,1,1
14.6699724896111,1,16,0,0,0,0,1,0
6.83806541544444,0,14,1,0,0,1,1,0
19.41832364225,0,12,1,0,0,0,1,1
13.1713163943889,0,16,0,0,0,1,1,0
