Date,Open,High,Low,Close,Adj Close,Volume
10/26/2015,602.299988,609.849976,596.289978,608.609985,608.609985,4269700
10/27/2015,608.599976,614.710022,605.530029,611.01001,611.01001,3787100
10/28/2015,612.299988,617.22998,609.5,617.099976,617.099976,3926200
10/29/2015,617.700012,627.539978,615.390015,626.549988,626.549988,3858600
10/30/2015,626.01001,630.719971,625.280029,625.900024,625.900024,3874400
11/2/2015,627.130005,628.630005,620.409973,628.349976,628.349976,2816500
11/3/2015,629.530029,629.890015,622,625.309998,625.309998,3246900
11/4/2015,627.76001,645.929993,627.349976,640.950012,640.950012,4831800
11/5/2015,647.099976,657,643.090027,655.650024,655.650024,4723800
11/6/2015,655,662.26001,652,659.369995,659.369995,4092200
11/9/2015,658.650024,661.960022,647.849976,655.48999,655.48999,4048800
11/10/2015,651.01001,660,647.26001,659.679993,659.679993,3489500
11/11/2015,663.25,675.960022,663.25,673.25,673.25,5387300
11/12/2015,673,675.640015,664.219971,665.599976,665.599976,4284700
11/13/2015,663.570007,667,640.450012,642.349976,642.349976,6261100
11/16/2015,640.919983,649.98999,622.289978,647.809998,647.809998,7435900
11/17/2015,650.650024,653.25,641,643.299988,643.299988,4320200
11/18/2015,646.51001,664.880005,646.369995,663.539978,663.539978,4469800
11/19/2015,664.98999,672.859985,659,661.27002,661.27002,4705200
11/20/2015,667.940002,668.869995,657.570007,668.450012,668.450012,3896100
11/23/2015,671.5,682.77002,670.119995,678.98999,678.98999,4385100
11/24/2015,674.140015,675.799988,661.210022,671.150024,671.150024,4543400
11/25/2015,675,679.700012,671.23999,675.340027,675.340027,2697900
11/27/2015,680.799988,680.98999,672.099976,673.26001,673.26001,1966800
11/30/2015,675.900024,681.289978,664.599976,664.799988,664.799988,5693200
12/1/2015,673.75,681,667.859985,679.059998,679.059998,4751200
12/2/2015,681,684.820007,674.25,676.01001,676.01001,4273500
12/3/2015,679.440002,682.789978,661.47998,666.25,666.25,5064700
12/4/2015,666,674.780029,661.400024,672.640015,672.640015,4534800
12/7/2015,674.73999,675.460022,660.5,669.830017,669.830017,3732800
12/8/2015,663.130005,679.98999,659.789978,677.330017,677.330017,3651900
12/9/2015,678,679,655.679993,664.789978,664.789978,5158200
12/10/2015,665.590027,668.530029,659.559998,662.320007,662.320007,3440200
